year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019,1,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",155.00,19.00,5.15,0.38,10.89,0.00,2.58,0.00,0.00,561.00,195.00,12.00,275.00,0.00,79.00
2019,1,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",138.00,19.00,3.54,0.00,9.55,0.00,5.91,0.00,0.00,673.00,225.00,0.00,322.00,0.00,126.00
2019,1,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",98.00,9.00,3.20,0.00,4.21,0.00,1.59,0.00,0.00,215.00,74.00,0.00,77.00,0.00,64.00
2019,1,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,142.00,0.00,0.00,142.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",321.00,82.00,8.42,1.60,63.27,0.00,8.72,5.00,1.00,5872.00,869.00,38.00,4393.00,0.00,572.00
2019,1,AS,Alaska Airlines Network,FAI,"Fairbanks, AK: Fairbanks International",349.00,29.00,12.85,0.80,8.25,0.00,7.10,6.00,0.00,1268.00,684.00,36.00,241.00,0.00,307.00
2019,1,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",123.00,27.00,5.13,0.00,15.89,0.00,5.98,0.00,0.00,1121.00,273.00,0.00,474.00,0.00,374.00
2019,1,AS,Alaska Airlines Network,GEG,"Spokane, WA: Spokane International",95.00,10.00,3.81,0.93,1.53,0.00,3.73,0.00,0.00,311.00,63.00,25.00,58.00,0.00,165.00
2019,1,AS,Alaska Airlines Network,HNL,"Honolulu, HI: Daniel K Inouye International",278.00,36.00,13.67,0.88,18.87,0.00,2.58,0.00,5.00,1586.00,665.00,94.00,730.00,0.00,97.00
2019,1,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",141.00,36.00,9.59,0.00,20.68,0.00,5.73,1.00,0.00,1904.00,434.00,0.00,687.00,0.00,783.00
2019,1,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",37.00,7.00,2.00,0.00,4.00,0.00,1.00,0.00,0.00,217.00,107.00,0.00,84.00,0.00,26.00
2019,1,AS,Alaska Airlines Network,IND,"Indianapolis, IN: Indianapolis International",31.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,17.00
2019,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",440.00,84.00,21.10,0.79,42.89,0.82,18.41,14.00,1.00,4791.00,1255.00,77.00,1674.00,32.00,1753.00
2019,1,AS,Alaska Airlines Network,JNU,"Juneau, AK: Juneau International",321.00,47.00,12.85,5.63,14.57,0.00,13.95,12.00,26.00,2409.00,967.00,305.00,503.00,0.00,634.00
2019,1,AS,Alaska Airlines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",206.00,23.00,7.83,0.43,13.30,0.00,1.44,0.00,3.00,1580.00,692.00,27.00,716.00,0.00,145.00
2019,1,AS,Alaska Airlines Network,KTN,"Ketchikan, AK: Ketchikan International",177.00,32.00,12.94,1.00,9.87,0.00,8.19,4.00,4.00,2272.00,1016.00,137.00,298.00,0.00,821.00
2019,1,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: McCarran International",729.00,148.00,30.19,1.00,70.84,0.00,45.97,11.00,0.00,8352.00,2127.00,137.00,2719.00,0.00,3369.00
2019,1,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",1688.00,403.00,64.78,8.58,217.15,0.00,112.49,56.00,6.00,23064.00,4782.00,767.00,8883.00,0.00,8632.00
2019,1,AS,Alaska Airlines Network,LIH,"Lihue, HI: Lihue Airport",153.00,9.00,0.33,1.02,7.65,0.00,0.00,0.00,5.00,334.00,8.00,111.00,215.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,MCI,"Kansas City, MO: Kansas City International",59.00,7.00,1.00,0.82,5.18,0.00,0.00,0.00,0.00,159.00,19.00,14.00,126.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",147.00,19.00,3.72,0.00,12.74,0.00,2.53,0.00,0.00,621.00,114.00,0.00,359.00,0.00,148.00
2019,1,AS,Alaska Airlines Network,MKE,"Milwaukee, WI: General Mitchell International",31.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,53.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62.00,5.00,2.73,0.00,1.48,0.00,0.79,0.00,0.00,128.00,69.00,0.00,32.00,0.00,27.00
2019,1,AS,Alaska Airlines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",62.00,10.00,0.38,0.00,4.90,0.00,4.71,3.00,0.00,684.00,25.00,0.00,181.00,0.00,478.00
2019,1,AS,Alaska Airlines Network,OAK,"Oakland, CA: Metropolitan Oakland International",149.00,21.00,4.63,0.26,5.65,0.00,10.46,1.00,0.00,1390.00,249.00,6.00,139.00,0.00,996.00
2019,1,AS,Alaska Airlines Network,OGG,"Kahului, HI: Kahului Airport",310.00,30.00,11.33,1.00,16.71,0.00,0.95,0.00,3.00,1740.00,900.00,32.00,521.00,0.00,287.00
2019,1,AS,Alaska Airlines Network,OMA,"Omaha, NE: Eppley Airfield",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,16.00,0.00,0.00,16.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,OME,"Nome, AK: Nome Airport",62.00,5.00,0.00,0.10,0.00,0.00,4.90,0.00,1.00,329.00,0.00,8.00,0.00,0.00,321.00
2019,1,AS,Alaska Airlines Network,ONT,"Ontario, CA: Ontario International",37.00,3.00,0.54,0.00,1.84,0.00,0.62,0.00,0.00,126.00,33.00,0.00,62.00,0.00,31.00
2019,1,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",234.00,61.00,6.29,0.00,47.54,0.00,7.17,13.00,0.00,4187.00,629.00,0.00,3246.00,0.00,312.00
2019,1,AS,Alaska Airlines Network,OTZ,"Kotzebue, AK: Ralph Wien Memorial",62.00,6.00,1.65,0.00,2.00,0.00,2.35,0.00,0.00,364.00,102.00,0.00,32.00,0.00,230.00
2019,1,AS,Alaska Airlines Network,PDX,"Portland, OR: Portland International",1556.00,242.00,62.96,4.11,99.90,1.41,73.61,31.00,1.00,12741.00,3936.00,317.00,3409.00,65.00,5014.00
2019,1,AS,Alaska Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",89.00,16.00,4.76,0.00,8.10,0.41,2.73,1.00,0.00,654.00,210.00,0.00,280.00,30.00,134.00
2019,1,AS,Alaska Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",265.00,32.00,7.77,0.00,17.09,0.00,7.13,0.00,0.00,1006.00,444.00,0.00,349.00,0.00,213.00
2019,1,AS,Alaska Airlines Network,PIT,"Pittsburgh, PA: Pittsburgh International",31.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,21.00
2019,1,AS,Alaska Airlines Network,PSG,"Petersburg, AK: Petersburg James A Johnson",62.00,12.00,3.12,1.84,5.06,0.00,1.98,5.00,4.00,892.00,519.00,74.00,235.00,0.00,64.00
2019,1,AS,Alaska Airlines Network,PSP,"Palm Springs, CA: Palm Springs International",278.00,50.00,15.98,0.00,18.96,0.00,15.05,9.00,0.00,2854.00,930.00,0.00,802.00,0.00,1122.00
2019,1,AS,Alaska Airlines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",62.00,16.00,1.79,0.00,13.26,0.00,0.95,0.00,0.00,752.00,75.00,0.00,638.00,0.00,39.00
2019,1,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",677.00,128.00,27.23,0.69,65.02,0.00,35.06,17.00,1.00,6581.00,1789.00,74.00,2385.00,0.00,2333.00
2019,1,AS,Alaska Airlines Network,SAT,"San Antonio, TX: San Antonio International",31.00,2.00,1.54,0.00,0.46,0.00,0.00,0.00,0.00,55.00,44.00,0.00,11.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",31.00,6.00,2.37,0.00,0.82,0.00,2.81,0.00,0.00,200.00,119.00,0.00,25.00,0.00,56.00
2019,1,AS,Alaska Airlines Network,SCC,"Deadhorse, AK: Deadhorse Airport",85.00,8.00,3.40,0.00,4.00,0.00,0.60,0.00,3.00,231.00,133.00,0.00,77.00,0.00,21.00
2019,1,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",5064.00,737.00,149.04,26.32,369.90,3.18,188.55,58.00,6.00,35271.00,10058.00,1453.00,10797.00,91.00,12872.00
2019,1,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",2074.00,593.00,74.55,17.62,337.44,0.00,163.39,116.00,24.00,46473.00,5578.00,1960.00,25239.00,0.00,13696.00
2019,1,AS,Alaska Airlines Network,SIT,"Sitka, AK: Sitka Rocky Gutierrez",87.00,19.00,4.21,0.85,7.79,0.00,6.15,6.00,1.00,711.00,191.00,34.00,216.00,0.00,270.00
2019,1,AS,Alaska Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",560.00,68.00,17.89,0.00,25.34,0.46,24.31,5.00,4.00,4062.00,799.00,0.00,732.00,21.00,2510.00
2019,1,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",89.00,7.00,0.00,0.00,3.15,0.00,3.85,1.00,0.00,199.00,0.00,0.00,99.00,0.00,100.00
2019,1,AS,Alaska Airlines Network,SMF,"Sacramento, CA: Sacramento International",124.00,12.00,3.84,0.00,4.90,0.00,3.25,0.00,0.00,485.00,232.00,0.00,131.00,0.00,122.00
2019,1,AS,Alaska Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",356.00,36.00,10.69,0.00,17.65,0.00,7.66,2.00,0.00,1402.00,564.00,0.00,470.00,0.00,368.00
2019,1,AS,Alaska Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",36.00,5.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,200.00,152.00,0.00,48.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",36.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,42.00,0.00,0.00
2019,1,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",56.00,3.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,58.00,0.00,0.00,36.00,0.00,22.00
2019,1,AS,Alaska Airlines Network,WRG,"Wrangell, AK: Wrangell Airport",62.00,12.00,1.06,0.29,5.37,0.00,5.29,6.00,2.00,608.00,59.00,12.00,147.00,0.00,390.00
2019,1,AS,Alaska Airlines Network,YAK,"Yakutat, AK: Yakutat Airport",60.00,14.00,2.53,0.95,3.99,0.00,6.54,4.00,3.00,568.00,145.00,52.00,118.00,0.00,253.00
2019,1,AX,Trans States Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",52.00,16.00,6.14,0.00,4.31,0.00,5.55,2.00,0.00,802.00,296.00,0.00,170.00,0.00,336.00
2019,1,AX,Trans States Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",61.00,17.00,6.54,1.00,5.62,0.00,3.84,0.00,1.00,1217.00,565.00,87.00,264.00,0.00,301.00
2019,1,AX,Trans States Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",33.00,6.00,0.83,1.00,2.00,0.00,2.17,6.00,0.00,496.00,74.00,19.00,67.00,0.00,336.00
2019,1,AX,Trans States Airlines,BIL,"Billings, MT: Billings Logan International",40.00,5.00,0.97,0.00,2.97,0.00,1.07,0.00,0.00,355.00,86.00,0.00,128.00,0.00,141.00
2019,1,AX,Trans States Airlines,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",114.00,35.00,13.23,1.58,8.23,0.00,11.96,11.00,0.00,2932.00,801.00,189.00,399.00,0.00,1543.00
2019,1,AX,Trans States Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",27.00,7.00,2.41,0.00,1.68,0.00,2.91,7.00,0.00,528.00,163.00,0.00,75.00,0.00,290.00
2019,1,AX,Trans States Airlines,CAK,"Akron, OH: Akron-Canton Regional",61.00,20.00,2.79,0.49,8.53,0.00,8.18,11.00,0.00,2560.00,832.00,32.00,494.00,0.00,1202.00
2019,1,AX,Trans States Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",6.00,1.00,0.00,0.00,0.45,0.00,0.55,2.00,0.00,42.00,0.00,0.00,19.00,0.00,23.00
2019,1,AX,Trans States Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",8.00,3.00,1.22,0.00,1.57,0.00,0.21,0.00,0.00,144.00,38.00,0.00,92.00,0.00,14.00
2019,1,AX,Trans States Airlines,CMH,"Columbus, OH: John Glenn Columbus International",25.00,7.00,1.70,0.00,1.81,0.00,3.49,5.00,0.00,433.00,90.00,0.00,113.00,0.00,230.00
2019,1,AX,Trans States Airlines,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",50.00,19.00,5.67,0.06,5.27,0.00,8.00,4.00,0.00,1415.00,364.00,2.00,324.00,0.00,725.00
2019,1,AX,Trans States Airlines,COU,"Columbia, MO: Columbia Regional",17.00,8.00,2.21,0.00,3.95,0.00,1.85,0.00,0.00,412.00,91.00,0.00,123.00,0.00,198.00
2019,1,AX,Trans States Airlines,CPR,"Casper, WY: Casper/Natrona County International",42.00,6.00,1.77,0.00,2.30,0.00,1.93,1.00,0.00,442.00,129.00,0.00,151.00,0.00,162.00
2019,1,AX,Trans States Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,130.00,0.00,0.00,0.00,0.00
2019,1,AX,Trans States Airlines,DAY,"Dayton, OH: James M Cox/Dayton International",24.00,6.00,2.64,0.00,0.96,0.00,2.39,6.00,0.00,239.00,71.00,0.00,40.00,0.00,128.00
2019,1,AX,Trans States Airlines,DEN,"Denver, CO: Denver International",2066.00,475.00,84.25,12.27,172.88,0.28,205.31,67.00,2.00,36690.00,9443.00,1098.00,8751.00,17.00,17381.00
2019,1,AX,Trans States Airlines,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",54.00,20.00,4.59,1.00,4.17,0.00,10.23,6.00,2.00,1363.00,304.00,24.00,151.00,0.00,884.00
2019,1,AX,Trans States Airlines,DRO,"Durango, CO: Durango La Plata County",86.00,20.00,4.82,0.00,5.00,0.00,10.18,5.00,0.00,1729.00,190.00,0.00,182.00,0.00,1357.00
2019,1,AX,Trans States Airlines,DSM,"Des Moines, IA: Des Moines International",36.00,12.00,5.58,0.00,4.12,0.00,2.30,3.00,0.00,533.00,152.00,0.00,119.00,0.00,262.00
2019,1,AX,Trans States Airlines,ELP,"El Paso, TX: El Paso International",98.00,26.00,12.78,0.00,4.19,0.00,9.03,1.00,0.00,1470.00,706.00,0.00,197.00,0.00,567.00
2019,1,AX,Trans States Airlines,EVV,"Evansville, IN: Evansville Regional",25.00,5.00,1.28,0.00,3.35,0.00,0.37,4.00,0.00,189.00,49.00,0.00,111.00,0.00,29.00
2019,1,AX,Trans States Airlines,FAR,"Fargo, ND: Hector International",63.00,18.00,4.80,0.73,9.06,0.00,3.41,9.00,1.00,1096.00,356.00,79.00,329.00,0.00,332.00
2019,1,AX,Trans States Airlines,FCA,"Kalispell, MT: Glacier Park International",28.00,3.00,1.42,0.00,1.58,0.00,0.00,2.00,1.00,226.00,143.00,0.00,83.00,0.00,0.00
2019,1,AX,Trans States Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",6.00,2.00,1.00,0.45,0.55,0.00,0.00,0.00,0.00,62.00,42.00,9.00,11.00,0.00,0.00
2019,1,AX,Trans States Airlines,GJT,"Grand Junction, CO: Grand Junction Regional",55.00,17.00,7.27,1.00,2.92,0.00,5.81,1.00,0.00,1257.00,188.00,730.00,123.00,0.00,216.00
2019,1,AX,Trans States Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",28.00,6.00,1.53,2.00,1.03,0.00,1.43,7.00,0.00,568.00,354.00,65.00,31.00,0.00,118.00
2019,1,AX,Trans States Airlines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",30.00,10.00,2.49,0.20,4.20,0.00,3.11,4.00,0.00,778.00,70.00,15.00,210.00,0.00,483.00
2019,1,AX,Trans States Airlines,GTF,"Great Falls, MT: Great Falls International",67.00,18.00,4.01,1.92,6.85,0.00,5.22,2.00,1.00,1647.00,201.00,767.00,275.00,0.00,404.00
2019,1,AX,Trans States Airlines,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",59.00,21.00,7.40,1.95,5.12,0.00,6.53,5.00,0.00,1113.00,193.00,144.00,242.00,0.00,534.00
2019,1,AX,Trans States Airlines,HDN,"Hayden, CO: Yampa Valley",36.00,14.00,2.66,1.50,4.81,0.00,5.04,1.00,0.00,1132.00,195.00,103.00,201.00,0.00,633.00
2019,1,AX,Trans States Airlines,HLN,"Helena, MT: Helena Regional",62.00,18.00,7.58,0.00,3.44,0.00,6.98,0.00,0.00,1768.00,715.00,0.00,173.00,0.00,880.00
2019,1,AX,Trans States Airlines,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",61.00,18.00,8.15,0.00,7.66,0.00,2.19,1.00,0.00,1052.00,505.00,0.00,307.00,0.00,240.00
2019,1,AX,Trans States Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",76.00,16.00,7.43,0.00,2.27,0.00,6.30,2.00,0.00,1070.00,292.00,0.00,75.00,0.00,703.00
2019,1,AX,Trans States Airlines,IDA,"Idaho Falls, ID: Idaho Falls Regional",93.00,20.00,7.27,0.71,3.31,0.00,8.71,2.00,0.00,1075.00,322.00,55.00,201.00,0.00,497.00
2019,1,AX,Trans States Airlines,IND,"Indianapolis, IN: Indianapolis International",5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,29.00,0.00,0.00
2019,1,AX,Trans States Airlines,ISN,"Williston, ND: Sloulin Field International",110.00,29.00,9.57,0.30,8.05,0.00,11.08,3.00,0.00,1710.00,461.00,61.00,304.00,0.00,884.00
2019,1,AX,Trans States Airlines,LAN,"Lansing, MI: Capital Region International",33.00,7.00,0.10,0.20,1.30,0.00,5.39,6.00,0.00,683.00,9.00,21.00,126.00,0.00,527.00
2019,1,AX,Trans States Airlines,LBB,"Lubbock, TX: Lubbock Preston Smith International",56.00,12.00,4.78,0.17,2.09,0.00,4.96,0.00,0.00,829.00,199.00,15.00,128.00,0.00,487.00
2019,1,AX,Trans States Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",90.00,21.00,7.61,0.22,6.25,0.00,6.93,1.00,0.00,1728.00,628.00,23.00,332.00,0.00,745.00
2019,1,AX,Trans States Airlines,LNK,"Lincoln, NE: Lincoln Airport",87.00,27.00,7.83,8.92,4.56,0.00,5.69,4.00,0.00,1649.00,704.00,364.00,193.00,0.00,388.00
2019,1,AX,Trans States Airlines,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",11.00,2.00,0.16,0.00,0.00,0.00,1.84,0.00,0.00,44.00,3.00,0.00,0.00,0.00,41.00
2019,1,AX,Trans States Airlines,MDT,"Harrisburg, PA: Harrisburg International",1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,29.00,0.00,0.00,0.00,0.00
2019,1,AX,Trans States Airlines,MEM,"Memphis, TN: Memphis International",25.00,6.00,0.29,0.20,2.94,0.00,2.57,5.00,0.00,580.00,59.00,10.00,148.00,0.00,363.00
2019,1,AX,Trans States Airlines,MLI,"Moline, IL: Quad City International",93.00,28.00,7.89,1.20,11.12,0.00,7.79,16.00,2.00,2203.00,322.00,65.00,516.00,0.00,1300.00
2019,1,AX,Trans States Airlines,MOT,"Minot, ND: Minot International",62.00,15.00,4.15,0.76,5.09,0.00,4.99,4.00,0.00,1118.00,280.00,55.00,240.00,0.00,543.00
2019,1,AX,Trans States Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",34.00,12.00,2.69,0.01,3.02,0.00,6.28,4.00,0.00,741.00,109.00,1.00,131.00,0.00,500.00
2019,1,AX,Trans States Airlines,MSO,"Missoula, MT: Missoula International",24.00,7.00,2.52,0.00,0.43,0.00,4.05,1.00,0.00,336.00,67.00,0.00,17.00,0.00,252.00
2019,1,AX,Trans States Airlines,MTJ,"Montrose/Delta, CO: Montrose Regional",56.00,15.00,4.47,1.00,3.94,0.00,5.60,1.00,0.00,1057.00,174.00,21.00,142.00,0.00,720.00
2019,1,AX,Trans States Airlines,OKC,"Oklahoma City, OK: Will Rogers World",4.00,3.00,0.02,0.00,1.35,0.00,1.63,0.00,0.00,341.00,7.00,0.00,37.00,0.00,297.00
2019,1,AX,Trans States Airlines,OMA,"Omaha, NE: Eppley Airfield",9.00,1.00,0.86,0.00,0.00,0.00,0.14,0.00,0.00,37.00,32.00,0.00,0.00,0.00,5.00
2019,1,AX,Trans States Airlines,ORD,"Chicago, IL: Chicago O'Hare International",1061.00,289.00,45.83,7.37,127.47,0.00,108.33,199.00,1.00,27284.00,5443.00,478.00,10417.00,0.00,10946.00
2019,1,AX,Trans States Airlines,PIA,"Peoria, IL: General Downing - Peoria International",77.00,26.00,4.77,3.38,6.10,0.00,11.74,14.00,0.00,2039.00,363.00,353.00,358.00,0.00,965.00
2019,1,AX,Trans States Airlines,RAP,"Rapid City, SD: Rapid City Regional",76.00,17.00,6.65,0.00,6.43,0.00,3.92,6.00,0.00,817.00,361.00,0.00,202.00,0.00,254.00
2019,1,AX,Trans States Airlines,SAF,"Santa Fe, NM: Santa Fe Municipal",61.00,16.00,6.68,1.00,4.59,0.00,3.73,0.00,1.00,1088.00,387.00,279.00,176.00,0.00,246.00
2019,1,AX,Trans States Airlines,SDF,"Louisville, KY: Louisville Muhammad Ali International",200.00,67.00,19.35,3.42,23.12,0.00,21.11,26.00,0.00,4709.00,1365.00,252.00,1175.00,0.00,1917.00
2019,1,AX,Trans States Airlines,SGF,"Springfield, MO: Springfield-Branson National",117.00,34.00,7.15,3.93,9.78,0.00,13.14,10.00,1.00,2954.00,586.00,392.00,585.00,0.00,1391.00
2019,1,AX,Trans States Airlines,STL,"St. Louis, MO: St Louis Lambert International",163.00,46.00,16.12,0.95,6.95,0.00,21.98,17.00,1.00,3801.00,904.00,134.00,503.00,0.00,2260.00
2019,1,AX,Trans States Airlines,TUL,"Tulsa, OK: Tulsa International",44.00,9.00,1.95,1.10,3.05,0.00,2.90,7.00,0.00,264.00,81.00,20.00,65.00,0.00,98.00
2019,1,AX,Trans States Airlines,TVC,"Traverse City, MI: Cherry Capital",25.00,5.00,0.10,0.00,1.14,0.00,3.76,5.00,0.00,510.00,13.00,0.00,48.00,0.00,449.00
2019,1,AX,Trans States Airlines,TYS,"Knoxville, TN: McGhee Tyson",72.00,18.00,6.10,0.00,8.30,0.00,3.61,6.00,0.00,1063.00,339.00,0.00,277.00,0.00,447.00
2019,1,AX,Trans States Airlines,XNA,"Fayetteville, AR: Northwest Arkansas Regional",66.00,16.00,4.08,0.99,2.01,0.00,8.92,8.00,0.00,1125.00,140.00,151.00,147.00,0.00,687.00
2019,1,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",19.00,5.00,3.72,0.00,0.00,0.00,1.28,0.00,0.00,316.00,189.00,0.00,0.00,0.00,127.00
2019,1,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",62.00,15.00,6.27,0.00,4.10,0.00,4.63,2.00,0.00,902.00,461.00,0.00,200.00,0.00,241.00
2019,1,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",291.00,79.00,34.79,1.34,24.36,0.00,18.51,10.00,0.00,5759.00,2597.00,170.00,1257.00,0.00,1735.00
2019,1,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",185.00,41.00,20.27,0.88,9.98,0.00,9.88,3.00,1.00,2985.00,1674.00,137.00,335.00,0.00,839.00
2019,1,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",356.00,87.00,39.30,0.00,11.57,0.00,36.13,15.00,1.00,7333.00,3407.00,0.00,488.00,0.00,3438.00
2019,1,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",86.00,33.00,13.63,3.39,4.53,0.00,11.45,3.00,0.00,2289.00,1092.00,255.00,210.00,0.00,732.00
2019,1,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4303.00,1134.00,279.44,10.93,370.49,0.76,472.37,289.00,8.00,124001.00,30216.00,1585.00,39730.00,31.00,52439.00
2019,1,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",108.00,34.00,13.48,0.00,3.63,0.00,16.88,1.00,0.00,1622.00,616.00,0.00,75.00,0.00,931.00
2019,1,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",93.00,23.00,17.52,0.39,2.96,0.00,2.14,5.00,0.00,1736.00,1376.00,42.00,140.00,0.00,178.00
2019,1,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",317.00,73.00,35.91,3.38,15.77,0.00,17.94,20.00,0.00,6048.00,3065.00,536.00,809.00,0.00,1638.00
2019,1,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",89.00,17.00,8.61,0.90,4.66,0.00,2.83,4.00,2.00,1299.00,553.00,246.00,236.00,0.00,264.00
2019,1,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",160.00,37.00,15.89,1.18,4.68,0.00,15.25,8.00,0.00,3712.00,1424.00,212.00,261.00,0.00,1815.00
2019,1,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,1,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",176.00,40.00,16.31,0.00,6.30,0.00,17.39,5.00,0.00,2863.00,1357.00,0.00,336.00,0.00,1170.00
2019,1,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",116.00,31.00,16.87,1.09,4.45,0.00,8.60,8.00,0.00,2450.00,1409.00,105.00,218.00,0.00,718.00
2019,1,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",121.00,32.00,12.04,1.69,6.81,0.00,11.47,4.00,0.00,3307.00,1594.00,143.00,307.00,0.00,1263.00
2019,1,B6,JetBlue Airways,DAB,"Daytona Beach, FL: Daytona Beach International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,1,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",875.00,238.00,86.62,0.96,52.12,1.20,97.10,42.00,1.00,23680.00,9769.00,84.00,2605.00,85.00,11137.00
2019,1,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",92.00,23.00,13.45,0.00,3.81,0.64,5.10,5.00,0.00,1595.00,1160.00,0.00,148.00,21.00,266.00
